canonical_cited_author,raw_author_variants,n_raw_variants,n_articles_citing_author,n_reference_mentions,author_lineage_code,gilly_alignment,lineage_confidence,lineage_source,lineage_rationale,top_citing_article_gilly_category
J. Osborne,J. Osborne,1,28,34,sociocultural_dialogic_activity,bridge_contextual,0.75,openai,"Osborne’s EJPE-cited work on classroom discourse, argumentation in science education and dialogic practices situates him in Vygotskian/dialogic and activity-oriented traditions of subject-matter teaching, making him a contextual bridge to Gilly’s interactional concerns.",context_sensitive_educational_psychology
E. A. Patall,E. A. Patall,1,28,33,motivation_self_regulation_identity,applied_mainstream,0.85,openai,"Patall’s citations in EJPE focus on homework, parental partnerships and achievement-goal dynamics—classic applied motivation and self-regulation research that brings mainstream motivational constructs into educational settings.",context_sensitive_educational_psychology
Y. Chen,Y. Chen,1,28,33,intervention_instructional_design,applied_mainstream,0.6,openai,"The diverse EJPE citations (peer assessment, logfile analyses, executive-function training and intervention evaluations) indicate a practical, intervention- and design-oriented focus on instructional tools and training, though the corpus is heterogeneous.",context_sensitive_educational_psychology
A. Dowker,A. Dowker,1,28,32,individual_differences_cognitive_achievement,applied_mainstream,0.9,openai,"Dowker’s EJPE-cited outputs (numerosity, arithmetic strategy, emergent literacy) are classic cognitive-developmental and achievement-oriented investigations of mathematical and literacy skills, placing her in the individual differences/cognitive achievement tradition.",applied_psychology_in_education
R. E. Nisbett,R. E. Nisbett,1,28,32,social_representations_institutional_context,bridge_contextual,0.7,openai,"Nisbett’s cited work in EJPE emphasizes social marking, social routines and culturally-shaped cognitive operations, aligning with social-psychological accounts of knowledge, meaning and institutionalized practices that intersect with Gilly’s contextual concerns.",applied_psychology_in_education
H. Liu,H. Liu,1,28,31,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"Liu’s EJPE-cited studies center on teacher–student relationships, perceived autonomy support and achievement trajectories—core themes of motivation and self-regulated learning in classroom contexts, so I code Liu in the motivation tradition with contextual alignment to Gilly.",context_sensitive_educational_psychology
F. F. Chen,F. F. Chen,1,28,29,motivation_self_regulation_identity,bridge_contextual,0.7,openai,"F. F. Chen’s EJPE citations concern teacher efficacy, school alienation, self-concepts and homework goal orientation—issues about motivation, identity and well-being in schools that place this author in the motivation/self-regulation lineage with contextual relevance.",context_sensitive_educational_psychology
S. Larose,S. Larose,1,28,29,developmental_family_peer_ecological,bridge_contextual,0.75,openai,"Larose’s EJPE-cited work on parenting self-efficacy, attachment and transitions to university indicates a developmental and family/peer ecological focus on students’ social contexts and adjustment, so I place Larose in the developmental/ecological tradition.",context_sensitive_educational_psychology
W. C. Black,W. C. Black,1,28,29,social_representations_institutional_context,bridge_contextual,0.7,openai,"Black’s EJPE-cited studies on scholastic judgments, pupil characteristics, halo effects and academic self-concepts point to social-psychological analyses of institutional evaluation and representations, locating him in the social-representations/institutional tradition.",context_sensitive_educational_psychology
P. Cohen,P. Cohen,1,28,28,developmental_family_peer_ecological,bridge_contextual,0.7,openai,"Cohen’s EJPE-cited research on parenting styles, adolescent well-being, peer relationships and at‑risk student typologies signals an ecological developmental orientation concerned with family and school contexts.",context_sensitive_educational_psychology
P. Rosario,P. Rosario,1,27,144,motivation_self_regulation_identity,bridge_contextual,0.85,openai,"Rosario’s frequent EJPE citations on self-regulation programmes, autonomy in motor learning and structural equation models of motivation indicate a sustained focus on motivational processes and self-regulated learning in educational settings.",context_sensitive_educational_psychology
G. Hagenauer,G. Hagenauer,1,27,72,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"Hagenauer’s EJPE-cited oeuvre on teacher emotions, interventions to promote self-determined motivation and student well‑being situates him within motivation/self-regulation research with strong classroom-context sensitivity.",context_sensitive_educational_psychology
D. W. Putwain,D. W. Putwain,1,27,64,motivation_self_regulation_identity,applied_mainstream,0.8,openai,"Putwain’s EJPE-cited work on test anxiety, achievement goals, perceived control and self-handicapping maps directly onto applied motivational research that operationalizes mainstream constructs for educational outcomes.",context_sensitive_educational_psychology
N. J. Entwistle,N. J. Entwistle,1,27,61,didactics_classroom_knowledge_practices,bridge_contextual,0.8,openai,"Entwistle’s influential EJPE-cited contributions on learning approaches, conceptions of studying and instructional innovation connect to didactics and classroom knowledge/practice traditions focused on how students engage with subject matter.",context_sensitive_educational_psychology
M. L. Schubauer-Leoni,M. L. Schubauer-Leoni,1,27,60,didactics_classroom_knowledge_practices,fundamental,0.9,openai,"Schubauer-Leoni’s EJPE-cited work on the didactic contract, pair interactions and classroom meaning-making is squarely in the didactics/classroom-practices tradition and—given the high proportion of ‘fundamental’ citing articles—closely aligns with Gilly’s fundamental program.",fundamental_contextualized_educational_interaction
N. Ntoumanis,N. Ntoumanis,1,27,55,motivation_self_regulation_identity,bridge_contextual,0.85,openai,"Ntoumanis’ EJPE-cited research on self-determination theory, motivational climates and the trans-contextual model clearly places him in contemporary motivation and self-regulation traditions applied to educational and activity settings.",context_sensitive_educational_psychology
B. K. Hofer,B. K. Hofer,1,27,53,theoretical_philosophical_history,bridge_contextual,0.75,openai,"Hofer’s EJPE-cited work on epistemic beliefs, personal epistemology and metacognition represents theoretical and epistemological contributions about knowledge and learning, so I place Hofer in the theoretical/philosophical lineage with contextual relevance.",context_sensitive_educational_psychology
B. Greer,B. Greer,1,27,47,individual_differences_cognitive_achievement,bridge_contextual,0.7,openai,"Greer’s EJPE-cited research on numerosity judgement, strategy use, Siegler-style strategic competence and a CLIA framework for designing learning environments spans cognitive/achievement research on strategy and problem solving, fitting the individual differences/cognitive-achievement lineage while informing instructional design.",applied_psychology_in_education
M. Tomasello,M. Tomasello,1,27,47,interactionist_constructivist_social_cognitive,bridge_contextual,0.8,openai,"Tomasello's research on joint attention, cultural learning, language and peer interaction situates him in post‑Piagetian socio‑cognitive traditions focused on co‑construction and social cognition, and EJPE citations link him to early interactional and language contexts rather than institution‑level theory.",fundamental_contextualized_educational_interaction
K. Reiss,K. Reiss,1,27,43,didactics_classroom_knowledge_practices,bridge_contextual,0.8,openai,"Reiss's work on supporting transitions between reality and mathematics, linguistic simplification of items and peer‑feedback in geometry aligns with didactic and classroom practice traditions concerned with task design, mediation and instructional support.",context_sensitive_educational_psychology
C. Peterson,C. Peterson,1,27,41,motivation_self_regulation_identity,bridge_contextual,0.7,openai,"Peterson's topics (metamemory, parents’/teachers’ efficacy beliefs, attributional stereotypes) point to self‑systems, motivation and identity processes applied to educational settings rather than to interactional institutional theory.",context_sensitive_educational_psychology
D. H. Clements,D. H. Clements,1,27,39,individual_differences_cognitive_achievement,applied_mainstream,0.75,openai,"Clements' focus on visuospatial working memory, non‑verbal intelligence and mathematics performance fits cognitive/achievement traditions that bring individual cognitive resources to bear on learning outcomes.",context_sensitive_educational_psychology
A. Tolvanen,A. Tolvanen,1,27,38,developmental_family_peer_ecological,bridge_contextual,0.7,openai,"Tolvanen's studies on reading monitoring, classroom organization, parental reading activities and school burnout emphasize developmental, family and classroom ecological influences on learning and adjustment.",context_sensitive_educational_psychology
M. Miller,M. Miller,1,27,37,sociocultural_dialogic_activity,fundamental,0.8,openai,"Miller's work on argumentative writing, classroom authority and peer discussion/ transactivity maps onto dialogic, argumentation and mediated activity traditions that treat interaction and discourse as central developmental mechanisms.",context_sensitive_educational_psychology
X. Huang,X. Huang,1,27,37,motivation_self_regulation_identity,bridge_contextual,0.7,openai,"Huang's research on effortful control, empathy, self‑efficacy, growth mindset and cognitive engagement centers on motivational and self‑regulatory processes shaping academic trajectories.",context_sensitive_educational_psychology
A. H. Eagly,A. H. Eagly,1,27,35,social_representations_institutional_context,bridge_contextual,0.85,openai,"Eagly's extensive work on gender stereotypes, values and workplace prototypes situates her in social‑representations and social psychology of institutions that inform educational identity and subject choice research.",context_sensitive_educational_psychology
D. Stipek,D. Stipek,1,27,35,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"Stipek's contributions on parents' assessments, seating order symbolism, transitions and teacher recognition of competence focus on motivation, autonomy and classroom practices affecting students' self‑systems.",context_sensitive_educational_psychology
M. J. Furlong,M. J. Furlong,1,27,34,motivation_self_regulation_identity,bridge_contextual,0.7,openai,"Furlong's work on strength‑based assessment, self‑control, and student achievement integrates socio‑emotional resources and motivation within contextualized studies of school engagement.",context_sensitive_educational_psychology
E. E. Maccoby,E. E. Maccoby,1,27,33,developmental_family_peer_ecological,bridge_contextual,0.85,openai,"Maccoby's classic research on gender, parenting, family context and adolescent peer relations places her clearly in developmental and family/peer ecological traditions informing educational adjustment.",context_sensitive_educational_psychology
D. J. Stipek,D. J. Stipek,1,27,31,motivation_self_regulation_identity,bridge_contextual,0.75,openai,"The D. J. Stipek entries (motivation, autonomy, reading development, classroom symbolism) reflect a focus on self‑system, motivation and classroom processes rather than measurement‑only or institutional theory.",context_sensitive_educational_psychology
F. J. Prins,F. J. Prins,1,27,31,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"Prins' studies on cognitive and metacognitive skills, regulation of learning and self‑perceived competence align with self‑regulated learning and motivational traditions in education.",context_sensitive_educational_psychology
J. Brophy,J. Brophy,1,27,31,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"Brophy's influential scholarship on classroom motivation, teacher effects and student engagement connects teacher practices to students' motivation and learning‑related self‑processes.",context_sensitive_educational_psychology
R. Brown,R. Brown,1,27,31,sociocultural_dialogic_activity,fundamental,0.8,openai,"Brown's work on teacher‑child conversational moves (e.g., clarification requests), temporal reasoning and peer support reflects interactional and dialogic approaches to learning and discourse.",context_sensitive_educational_psychology
Z. Wen,Z. Wen,1,27,30,educational_policy_sociology_comparative,policy_context,0.75,openai,"Wen's research on teacher education, assessment conceptions across contexts and school dropout emphasizes systemic, contextual and institutional differences central to comparative and policy‑oriented education research.",context_sensitive_educational_psychology
M. R. Lepper,M. R. Lepper,1,27,29,motivation_self_regulation_identity,bridge_contextual,0.85,openai,"Lepper's well‑known work on intrinsic/extrinsic motivation, collaborative learning and the social context of learning firmly places him in motivational and self‑regulation traditions applied to educational settings.",context_sensitive_educational_psychology
N. R. Kuncel,N. R. Kuncel,1,27,29,psychometrics_measurement_statistics,methodological,0.9,openai,"Kuncel's research on prediction of academic success and measurement of achievement is squarely methodological and psychometric, oriented to assessment and predictive validity.",context_sensitive_educational_psychology
P. J. Curran,P. J. Curran,1,27,29,psychometrics_measurement_statistics,methodological,0.9,openai,"Curran is known for longitudinal SEM and multilevel modelling methods, making his lineage primarily methodological/measurement focused in educational research.",context_sensitive_educational_psychology
C. M. Kaczala,C. M. Kaczala,1,27,27,developmental_family_peer_ecological,bridge_contextual,0.7,openai,"Kaczala's topics (reading development, parental perceptions, gender differences and resilience) indicate a developmental and family/peer ecological orientation to learning and adjustment.",context_sensitive_educational_psychology
S. Kalyuga,S. Kalyuga,1,26,79,intervention_instructional_design,applied_mainstream,0.9,openai,Kalyuga is best known for cognitive load theory and multimedia/instructional-design work that frames learning as engineered interventions rather than primarily interactional or socio-institutional processes.,applied_psychology_in_education
K. Luwel,K. Luwel,1,26,75,didactics_classroom_knowledge_practices,bridge_contextual,0.8,openai,"Luwel's research on children’s strategy use, numerosity judgments and adaptive expertise situates cognition in classroom tasks and teaching practices, aligning with didactics and situated knowledge construction.",applied_psychology_in_education
C. Tsai,C. Tsai,1,26,62,sociocultural_dialogic_activity,bridge_contextual,0.6,openai,"Tsai’s body of work as cited (classroom discourse, multilevel models of science learning, conceptions of learning) emphasizes mediated classroom interaction and participation consistent with sociocultural/dialogic traditions.",context_sensitive_educational_psychology
C. Howes,C. Howes,1,26,59,developmental_family_peer_ecological,fundamental,0.85,openai,"Howes’ longstanding work on caregiver sensitivity, childcare quality, and ecological validity foregrounds interactional, contextual processes of early development that map onto Gilly’s focus on contextualized educational interactions.",context_sensitive_educational_psychology
P. Salovey,P. Salovey,1,26,57,motivation_self_regulation_identity,applied_mainstream,0.9,openai,"Salovey (emotional intelligence, affective predictors of adjustment) sits within socio-emotional, self-regulation and motivational approaches that are typically applied to educational outcomes rather than core interactional analysis.",context_sensitive_educational_psychology
R. Bull,R. Bull,1,26,56,individual_differences_cognitive_achievement,applied_mainstream,0.8,openai,"Bull’s work on metamemory, working memory and cognitive predictors of math/reading performance places him in cognitive and individual-differences traditions applied to schooling.",applied_psychology_in_education
D. Boud,D. Boud,1,26,54,intervention_instructional_design,bridge_contextual,0.8,openai,"Boud’s contributions on reflective learning, assessment and professional learning are grounded in instructional design and pedagogical practice, bridging applied interventions and context-sensitive professional activity.",context_sensitive_educational_psychology
M. C. Passolunghi,M. C. Passolunghi,1,26,53,individual_differences_cognitive_achievement,applied_mainstream,0.85,openai,"Passolunghi’s studies of working memory, math cognition, and home numeracy identify cognitive precursors and individual differences that are used in applied educational research.",applied_psychology_in_education
D. J. Purpura,D. J. Purpura,1,26,48,individual_differences_cognitive_achievement,applied_mainstream,0.8,openai,"Purpura’s research on early numeracy, language influences and cross-national cognitive precursors situates him in developmental and individual-differences approaches to early mathematical competence.",applied_psychology_in_education
K. Littleton,K. Littleton,1,26,48,sociocultural_dialogic_activity,fundamental,0.9,openai,"Littleton’s extensive work on collaborative processes, classroom discourse and computer-supported problem solving aligns strongly with dialogic, sociocultural analyses of interactional learning situations.",fundamental_contextualized_educational_interaction
S. B. Nolen,S. B. Nolen,1,26,47,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"Nolen’s research on classroom interest, motivational climate and transitions emphasizes situational motivational dynamics and self-regulation within classroom contexts rather than abstract cognitive mechanisms.",context_sensitive_educational_psychology
S. Guimond,S. Guimond,1,26,45,social_representations_institutional_context,fundamental,0.75,openai,"Guimond’s work on intergroup perceptions, epistemic dependence and the social transmission of knowledge foregrounds institutional, representational and contextual processes central to Gilly’s socio-institutional concerns.",context_sensitive_educational_psychology
A. Diamond,A. Diamond,1,26,44,developmental_family_peer_ecological,applied_mainstream,0.85,openai,Adele Diamond’s influential research on executive function and self-control in children places her in developmental and self-regulation traditions with practical implications for classroom outcomes.,applied_psychology_in_education
M. Tschannen-Moran,M. Tschannen-Moran,1,26,42,motivation_self_regulation_identity,bridge_contextual,0.85,openai,"Tschannen-Moran’s scholarship on teacher self-efficacy, autonomy support and professional identity frames motivation and regulation within institutional and classroom contexts, bridging individual and contextual concerns.",context_sensitive_educational_psychology
J. Lefevre,J. Lefevre,1,26,39,individual_differences_cognitive_achievement,applied_mainstream,0.75,openai,"Lefevre’s empirical work on strategic competence, numerosity estimation and literacy predictors situates him in cognitive-developmental and achievement-oriented research applied to schooling.",context_sensitive_educational_psychology
P. Pintrich,P. Pintrich,1,26,39,motivation_self_regulation_identity,bridge_contextual,0.9,openai,"Pintrich’s foundational models of self-regulated learning and goal orientation connect individual regulation with classroom contexts and instructional supports, a context-sensitive but not purely interactional lineage.",context_sensitive_educational_psychology
L. Bradley,L. Bradley,1,26,37,individual_differences_cognitive_achievement,applied_mainstream,0.8,openai,"Bradley’s contributions on early reading, decoding versus comprehension and predictors of literacy locate her within cognitive-developmental and applied literacy research traditions.",context_sensitive_educational_psychology
P. Foy,P. Foy,1,26,37,psychometrics_measurement_statistics,methodological,0.6,openai,"Foy’s cited works (item linguistic simplification, cross-national performance studies) point toward expertise in assessment design and measurement issues in large-scale and comparative educational studies.",context_sensitive_educational_psychology
M. V. Covington,M. V. Covington,1,26,35,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"Covington’s self-worth and motivated-learning frameworks focus on transactional student–situation units tying motivation and regulation closely to educational contexts, making him a bridge between individual motives and situational analysis.",context_sensitive_educational_psychology
J. Broadbent,J. Broadbent,1,26,34,motivation_self_regulation_identity,bridge_contextual,0.75,openai,"Broadbent’s recent work on formative assessment, evaluative judgement and self-/co-regulated learning situates her in self-regulation and assessment literatures that emphasize contextualized learner regulation.",context_sensitive_educational_psychology
H. Chen,H. Chen,1,26,33,developmental_family_peer_ecological,bridge_contextual,0.8,openai,"Frequent citations concern parental control, parenting styles, home literacy and parental support for learning, indicating a developmental and family/peer ecological orientation that is educationally contextual but not strictly Gilly-style interactional theory.",context_sensitive_educational_psychology
R. J. Bosker,R. J. Bosker,1,26,33,didactics_classroom_knowledge_practices,bridge_contextual,0.75,openai,"Work cited centers on classroom dialogue, student identification, teacher judgements and engagement—grounded in classroom practices and teacher–student interactions rather than a distinct sociohistorical mediation tradition.",context_sensitive_educational_psychology
M. Martinez-Pons,M. Martinez-Pons,1,26,32,motivation_self_regulation_identity,applied_mainstream,0.9,openai,"Cited contributions focus on self-regulated learning, self-efficacy, anxiety and learning strategies, aligning clearly with motivation and self-regulation traditions commonly applied in educational settings.",context_sensitive_educational_psychology
P. D. Parker,P. D. Parker,1,26,32,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"Parker's cited work emphasizes dropout prediction, teacher self-efficacy and academic self-concept, placing it in motivational and self-concept traditions with frequent contextual classroom applications.",context_sensitive_educational_psychology
C. Chen,C. Chen,1,26,29,developmental_family_peer_ecological,bridge_contextual,0.75,openai,"Cited studies about parental reading activities, parental support, teacher significance and early reading link this author to family-home influences and early development within educational contexts.",context_sensitive_educational_psychology
R. Butler,R. Butler,1,26,28,motivation_self_regulation_identity,bridge_contextual,0.85,openai,"Butler's cited work on help-seeking, goal orientations, reading development and self-system dynamics situates it squarely in self-regulation and motivational research applied to learning situations.",context_sensitive_educational_psychology
D. Sorbom,D. Sorbom,1,26,27,social_representations_institutional_context,bridge_contextual,0.7,openai,"Cited papers on teachers' judgment models, institutional evaluation, effects of early schooling and home atmosphere emphasize institutional judgments and social-contextual models of schooling rather than micro-interactional theory.",context_sensitive_educational_psychology
J. Bisanz,J. Bisanz,1,26,27,individual_differences_cognitive_achievement,applied_mainstream,0.9,openai,"Citations focus on spatial task strategies, arithmetic strategy use, adaptive expertise and home numeracy—indicating cognitive-abilities and strategy research applied to mathematical achievement.",context_sensitive_educational_psychology
H. Moosbrugger,H. Moosbrugger,1,26,26,psychometrics_measurement_statistics,methodological,0.95,openai,"Cited contributions include confirmatory factor analysis, CAT effects, measurement/validation studies and statistical issues, clearly placing this author in methodological and measurement traditions.",context_sensitive_educational_psychology
M. J. Belmont,M. J. Belmont,1,26,26,motivation_self_regulation_identity,bridge_contextual,0.8,openai,"Belmont's cited work on parent goals, autonomy-support interventions, procrastination and social anxiety concerns motivational processes and autonomy in educational contexts.",context_sensitive_educational_psychology
K. Pyhalto,K. Pyhalto,1,25,92,sociocultural_dialogic_activity,fundamental,0.75,openai,"Cited topics include pedagogical well-being, dialogical self approaches, sense-making in doctoral trajectories and dialogic conceptualisations of teacher identity, aligning with sociocultural and dialogic activity traditions central to Gilly's orientation.",context_sensitive_educational_psychology
L. Coertjens,L. Coertjens,1,25,87,didactics_classroom_knowledge_practices,bridge_contextual,0.8,openai,"Coertjens is cited for work on social-emotional guidance, emotions in group work, problem-based learning and self-efficacy development—anchored in classroom didactics and pedagogical practices.",context_sensitive_educational_psychology
B. Dompnier,B. Dompnier,1,25,71,social_representations_institutional_context,bridge_contextual,0.85,openai,"Dompnier's cited research addresses scholastic judgments, teachers' implicit theories, social desirability and institutional evaluation processes, pointing to a social-psychological/institutional lineage.",context_sensitive_educational_psychology
